
Processing get_correlation_functions.cxx++...


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.608

62	-2.80025e+10	1.1784e+10	3.17762e+09	1.31966e+10
63	-2.96296e+10	1.68776e+10	6.63748e+09	1.69701e+10


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.632



THREE POINT CORRELATION: ../tsrc0/nuc3pt.dat.632


Error: Could not open ../tsrc0/nuc3pt.dat.640


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.648



THREE POINT CORRELATION: ../tsrc0/nuc3pt.dat.648



TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.656



THREE POINT CORRELATION: ../tsrc0/nuc3pt.dat.656



